3.196056187152862549e-02 2.981711737811565399e-02 2.988536097109317780e-02 2.045546472072601318e-02 1.906811073422431946e-02 1.853686943650245667e-02 1.750598661601543427e-02 1.697346754372119904e-02 1.674352958798408508e-02 1.650346443057060242e-02 1.631461642682552338e-02 1.600018702447414398e-02 1.593056134879589081e-02 1.561972033232450485e-02 1.441351603716611862e-02 1.374261453747749329e-02 1.285845041275024414e-02 1.277860440313816071e-02 1.236663758754730225e-02 1.226694416254758835e-02 1.211151201277971268e-02 1.173885446041822433e-02 1.162186730653047562e-02 1.126762572675943375e-02
3.164472803473472595e-02 2.955421060323715210e-02 2.841584570705890656e-02 2.083623223006725311e-02 1.805905066430568695e-02 1.760001666843891144e-02 1.685988716781139374e-02 1.659260131418704987e-02 1.561071444302797318e-02 1.568843983113765717e-02 1.566119492053985596e-02 1.549012213945388794e-02 1.546420436352491379e-02 1.509043946862220764e-02 1.386373210698366165e-02 1.323976367712020874e-02 1.268003601580858231e-02 1.234836224466562271e-02 1.216271705925464630e-02 1.206055469810962677e-02 1.190497074276208878e-02 1.159651670604944229e-02 1.122009847313165665e-02 1.097262650728225708e-02
3.256842494010925293e-02 2.987353503704071045e-02 2.848148904740810394e-02 2.032689191401004791e-02 1.844809018075466156e-02 1.811803877353668213e-02 1.662204228341579437e-02 1.668597012758255005e-02 1.607189141213893890e-02 1.583036594092845917e-02 1.574876159429550171e-02 1.511133555322885513e-02 1.519795227795839310e-02 1.522550825029611588e-02 1.388312224298715591e-02 1.322967093437910080e-02 1.250447519123554230e-02 1.236923877149820328e-02 1.205387432128190994e-02 1.199387572705745697e-02 1.184378471225500107e-02 1.154468115419149399e-02 1.133559830486774445e-02 1.103209238499403000e-02
3.143774718046188354e-02 2.921139076352119446e-02 2.881786227226257324e-02 2.008367888629436493e-02 1.818070933222770691e-02 1.770686544477939606e-02 1.711085811257362366e-02 1.692256703972816467e-02 1.660804636776447296e-02 1.629158854484558105e-02 1.575858891010284424e-02 1.499001868069171906e-02 1.513101812452077866e-02 1.488992758095264435e-02 1.371979899704456329e-02 1.311793457716703415e-02 1.280233543366193771e-02 1.239305548369884491e-02 1.201057899743318558e-02 1.210547238588333130e-02 1.205280050635337830e-02 1.172436680644750595e-02 1.144654955714941025e-02 1.126449555158615112e-02
3.206706419587135315e-02 3.028513677418231964e-02 2.937165275216102600e-02 2.023306116461753845e-02 1.871874928474426270e-02 1.817354187369346619e-02 1.721746847033500671e-02 1.712347008287906647e-02 1.688792556524276733e-02 1.676696725189685822e-02 1.640223339200019836e-02 1.576198451220989227e-02 1.593925431370735168e-02 1.578837819397449493e-02 1.421613339334726334e-02 1.352027151733636856e-02 1.295000407844781876e-02 1.255369838327169418e-02 1.223807130008935928e-02 1.205137837678194046e-02 1.202590577304363251e-02 1.163605879992246628e-02 1.129800081253051758e-02 1.109963376075029373e-02
3.142331168055534363e-02 2.857980318367481232e-02 2.733224257826805115e-02 2.099899575114250183e-02 1.894356310367584229e-02 1.821770891547203064e-02 1.757452264428138733e-02 1.685000956058502197e-02 1.660895161330699921e-02 1.627376489341259003e-02 1.660868152976036072e-02 1.546571590006351471e-02 1.553313620388507843e-02 1.510884240269660950e-02 1.351606659591197968e-02 1.313472725450992584e-02 1.255856361240148544e-02 1.238186191767454147e-02 1.217810995876789093e-02 1.210678927600383759e-02 1.202470157295465469e-02 1.171155553311109543e-02 1.143691223114728928e-02 1.127577293664216995e-02
3.252190724015235901e-02 2.925640530884265900e-02 2.877227216958999634e-02 1.997928880155086517e-02 1.908385381102561951e-02 1.858869194984436035e-02 1.744955591857433319e-02 1.695217378437519073e-02 1.617906056344509125e-02 1.596394181251525879e-02 1.594820618629455566e-02 1.513221301138401031e-02 1.481062453240156174e-02 1.472923438996076584e-02 1.389315817505121231e-02 1.329899299889802933e-02 1.255100313574075699e-02 1.228820160031318665e-02 1.204835809767246246e-02 1.194688118994235992e-02 1.178197655826807022e-02 1.153970789164304733e-02 1.118019223213195801e-02 1.097500603646039963e-02
3.161609172821044922e-02 2.946491539478302002e-02 2.845842763781547546e-02 2.158321812748908997e-02 1.997471973299980164e-02 1.880445890128612518e-02 1.771599426865577698e-02 1.732764951884746552e-02 1.694870926439762115e-02 1.651717536151409149e-02 1.631960831582546234e-02 1.558275613933801651e-02 1.538139954209327698e-02 1.493871118873357773e-02 1.379500050097703934e-02 1.304317358881235123e-02 1.255463808774948120e-02 1.227068714797496796e-02 1.202566921710968018e-02 1.178732048720121384e-02 1.176206953823566437e-02 1.139731332659721375e-02 1.127245370298624039e-02 1.105700712651014328e-02
3.178374096751213074e-02 2.909873053431510925e-02 2.733262255787849426e-02 2.114063128829002380e-02 1.834846660494804382e-02 1.775984838604927063e-02 1.609196886420249939e-02 1.626532524824142456e-02 1.585299894213676453e-02 1.585236750543117523e-02 1.552592031657695770e-02 1.482190471142530441e-02 1.415861677378416061e-02 1.475074049085378647e-02 1.363461650907993317e-02 1.303203403949737549e-02 1.259736344218254089e-02 1.238616276532411575e-02 1.212904509156942368e-02 1.206299010664224625e-02 1.193468086421489716e-02 1.172091066837310791e-02 1.148866396397352219e-02 1.124044880270957947e-02
3.279381245374679565e-02 2.869013510644435883e-02 2.658636495471000671e-02 2.160229906439781189e-02 1.830888725817203522e-02 1.872236840426921844e-02 1.711147464811801910e-02 1.700331456959247589e-02 1.661034300923347473e-02 1.628034748136997223e-02 1.653256826102733612e-02 1.532597187906503677e-02 1.495252642780542374e-02 1.507629547268152237e-02 1.387874782085418701e-02 1.336300279945135117e-02 1.287020836025476456e-02 1.260713487863540649e-02 1.240611542016267776e-02 1.211529411375522614e-02 1.193612813949584961e-02 1.159027311950922012e-02 1.142198871821165085e-02 1.128150802105665207e-02
