 2.21139577  0.01247622 -0.51374753  4.43042469 -3.22406428  0.306  0.691       0.          0.          2.023       0.426       0.243  0.25        0.07678858 -0.5       
 2.1082221   0.06342616 -0.52065493  4.43433991 -3.22955194  0.294  0.698       0.806       0.          2.058       0.523       0.26  0.234       0.19073506 -0.5       
 1.99873838  0.15731643 -0.57338947  4.44578784 -3.24783422  0.316  0.71        0.792       0.          2.127       0.713       0.305  0.263       0.5        -0.5       
 1.84560047  0.2931627  -0.66334301  4.47599368 -3.29731064  0.323  0.679       0.766       0.          2.22        1.177       0.365  0.315       0.5        -0.5       
 1.69735483  0.37505321 -0.82709349  4.50255105 -3.36039056  0.379  0.645       0.776       0.          2.431       1.921       0.494  0.386       0.5        -0.5       
 1.5188484   0.46035521 -0.89854784  4.51103289 -3.44431373  0.461  0.644       0.765       0.          2.813       1.911       0.7  0.46        0.5        -0.5       
 1.3698365   0.49945438 -0.58811352  4.50093159 -3.54064569  0.564  0.694       0.756       0.          0.          1.969       1.018  0.581       0.5        -0.5       
 1.27130893  0.50081628 -0.46205893  4.47753307 -3.63832472  0.66  0.758       0.724       0.          0.          2.037       1.412  0.701       0.5        -0.19071899
 1.19465934  0.49864037 -0.26053533  4.44559134 -3.7328193   0.739  0.778       0.721       0.          0.          2.138       1.826  0.81        0.5        -0.19071899
 1.15647823  0.49989375 -0.16628672  4.40751688 -3.82508769  0.839  0.758       0.697       0.          0.          2.213       2.009  0.922       0.5        -0.5       
 1.1008481   0.49986067 -0.44650114  4.36600022 -3.91612837  0.931  0.721       0.697       0.          2.913       2.311       2.043  1.05        0.5        -0.5       
 0.99346728  0.49493987 -0.57083047  4.31921219 -4.00378188  1.017  0.719       0.684       0.          2.809       2.543       2.096  1.242       0.5        -0.5       
 0.88368961  0.49649744 -0.52514797  4.2629296  -4.08532766  1.102  0.714       0.677       0.          2.723       2.759       2.156  1.451       0.5        -0.5       
 0.78083013  0.4971707  -0.50960853  4.19767398 -4.16028621  1.18  0.698       0.674       0.          2.643       2.668       2.218  1.716       0.5        -0.5       
 0.67824434  0.49673553 -0.51623489  4.12518704 -4.22826343  1.27  0.688       0.702       0.          2.615       2.59        2.317  2.066       0.5        -0.5       
 0.57464284  0.49658905 -0.51984387  4.04619353 -4.28847281  1.349  0.68        0.722       0.          2.598       2.527       2.447  2.386       0.5        -0.5       
 0.47105084  0.49679179 -0.51605146  3.96134949 -4.34011353  1.476  0.705       0.739       0.          2.62        2.472       2.607  2.452       0.5        -0.5       
 0.36755999  0.49679692 -0.51763551  3.87158201 -4.38266972  1.57  0.72        0.745       0.          2.675       2.431       2.631  2.555       0.5        -0.5       
 0.26407307  0.49671031 -0.51755615  3.77792911 -4.4158087   1.693  0.721       0.759       0.          2.779       2.388       2.483  2.634       0.5        -0.5       
 0.16055815  0.49675131 -0.51775323  3.68134657 -4.43905397  1.853  0.738       0.751       0.          2.95        2.373       2.42  2.741       0.5        -0.5       
 0.05709074  0.49668932 -0.51800718  3.58287236 -4.45219418  2.036  0.76        0.767       0.          0.          2.359       2.371  2.849       0.5        -0.40234077
-0.03990652  0.49713232 -0.43582563  3.48354424 -4.45510886  2.261  0.761       0.77        0.          0.          2.386       2.357  2.956       0.5        -0.04421409
-0.09818053  0.49921485 -0.10649823  3.38407767 -4.44896832  2.384  0.763       0.741       0.          0.          2.372       2.367  0.          0.5         0.        
-0.10073486  0.50172597  0.030973    3.28449149 -4.43810415  2.364  0.744       0.743       0.          0.          2.409       2.377  0.          0.5         0.        
-9.70057305e-02  5.01856135e-01  1.81795819e-03  3.18464437e+00 -4.42766441e+00  2.32500000e+00  7.46000000e-01  7.19000000e-01  0.00000000e+00  0.00000000e+00  2.42600000e+00  2.37600000e+00  0.00000000e+00  5.00000000e-01 -3.37223917e-01
-0.13669111  0.49898552 -0.34304629  3.06003015 -4.41509715  2.399  0.739       0.721       0.          0.          2.43        2.405  0.          0.5        -0.5       
-0.22519405  0.49614273 -0.52237065  2.96170055 -4.40025905  2.652  0.741       0.742       0.          0.          2.468       2.414  2.985       0.5        -0.5       
-0.3340602   0.49598826 -0.54364429  2.86556108 -4.37586926  0.  0.73        0.801       0.          0.          2.593       2.44  2.769       0.5        -0.5       
-0.43930026  0.49700818 -0.513786    2.77274371 -4.34059314  0.  0.744       0.859       0.          0.          2.759       2.477  2.689       0.5        -0.49458697
-0.54162369  0.4968806  -0.50988441  2.68406938 -4.29573509  0.  0.76        0.866       1.389       0.          2.965       2.518  2.629       0.5        -0.44032827
-0.64051349  0.49697756 -0.47047749  2.60036732 -4.24219179  0.  0.79        0.896       1.3         0.          0.          2.565  2.629       0.5        -0.44032827
-0.73147384  0.49733182 -0.44998434  2.52216142 -4.18078278  0.  0.793       0.924       1.223       0.          0.          2.633  2.661       0.5        -0.44032827
-0.8219773   0.49723065 -0.45641899  2.4498334  -4.1125135   0.  0.81        0.936       1.125       0.          0.          2.706  2.697       0.5        -0.44032827
-0.91352446  0.49718448 -0.45676334  2.38393948 -4.03805206  0.  0.824       0.951       1.069       0.          0.          2.801  2.781       0.5        -0.19071899
-0.98852952  0.49918658 -0.25713314  2.3249559  -3.95793602  0.  0.873       0.978       0.962       0.          0.          2.953  2.855       0.5         0.        
-1.01452657  0.50092363 -0.01219405  2.27114477 -3.87371026  0.  0.884       0.929       0.896       0.          0.          0.  2.933       0.5         0.        
-1.01070283  0.50206402  0.02327081  2.21867444 -3.78815732  0.  0.922       0.821       0.794       0.          0.          0.  0.          0.5         0.        
-1.01019533  0.50155266 -0.01095342  2.16542705 -3.70308219  0.  0.954       0.751       0.721       0.          0.          0.  0.          0.5         0.        
-1.01340521  0.50125411 -0.01601362  2.11207437 -3.6181892   0.  1.018       0.676       0.755       0.          0.          0.  0.          0.5        -0.05507226
-1.01948306  0.50112746 -0.05469465  2.05913322 -3.53306179  0.  1.059       0.605       2.439       0.          0.          0.  0.          0.5         0.        
-1.03015498  0.50095539 -0.03289234  2.00687446 -3.4475832   0.  0.985       0.552       2.332       0.          0.          0.  0.          0.5         0.        
-1.03332556  0.50135117 -0.00831622  1.95538936 -3.36157916  1.21  0.786       0.505       2.249       0.          0.          0.  0.          0.5         0.        
-1.0347875   0.50143761 -0.0094484   1.90417844 -3.27534806  1.265  0.608       0.473       2.151       0.          0.          0.  0.          0.5         0.        
-1.03718246  0.50138197 -0.01322758  1.853023   -3.18909504  1.324  0.462       0.498       2.065       0.          0.          0.  0.          0.5         0.        
-1.03979179  0.50135831 -0.0121698   1.80207843 -3.10273186  1.383  0.476       2.799       1.977       0.          0.          0.  0.          0.5         0.        
-1.04228433  0.50137175 -0.01239274  1.7513744  -3.01622488  1.442  0.523       1.956       1.896       0.          0.          0.  0.          0.5         0.        
-1.04536061  0.50133727 -0.01229151  1.68829526 -2.90791379  1.512  0.55        1.893       1.813       0.          0.          0.  0.          0.5         0.        
-1.04783033  0.50138181 -0.01220234  1.63807871 -2.82112129  1.552  0.626       1.801       1.731       0.          0.          0.  0.          0.5         0.        
-1.05032919  0.50137792 -0.01194973  1.58805779 -2.73421592  0.696  0.673       1.711       1.664       0.          0.          0.  0.          0.5         0.        
-1.05279088e+00  5.01363745e-01 -1.24979131e-02  1.53826972e+00 -2.64717731e+00  7.48000000e-01  7.45000000e-01  1.61100000e+00  1.55700000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.00000000e-01  8.29621567e-04
-1.05522000e+00  5.01369238e-01 -1.14662999e-02  1.48869417e+00 -2.56001726e+00  8.18000000e-01  1.05000000e+00  1.52500000e+00  1.48800000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.00000000e-01  8.29621567e-04
-1.05754933  0.50136028 -0.01319178  1.43930918 -2.47274749  0.896  1.381       1.435       1.413       0.          0.          0.  0.          0.5         0.03337199
-1.05769521  0.50143839  0.01383551  1.39013678 -2.38535302  1.  1.806       1.314       1.31        0.          0.          0.  0.          0.5         0.04423016
-1.05247649  0.50175484  0.03509704  1.34085835 -2.29796062  1.075  2.117       1.277       1.487       0.          0.          0.  0.          0.5         0.07678858
-1.04341152  0.50197616  0.05991144  1.29103571 -2.21082631  1.173  2.663       1.189       0.          0.          0.          0.  0.          0.5         0.        
-1.03447472  0.50188528  0.01078795  1.24032769 -2.12417445  1.258  0.          1.105       0.          0.          0.          0.  0.          0.5         0.        
-1.03691097  0.50131197 -0.02266423  1.18902522 -2.03795848  1.364  0.          1.064       0.          2.975       0.          0.  0.          0.5         0.        
-1.04081316  0.50116985 -0.01662943  1.13801254 -1.95166856  1.448  0.          1.027       0.          2.919       0.          0.  0.          0.5         0.04423016
-1.04049007  0.50151265  0.0230621   1.08740579 -1.86510397  1.532  0.          0.982       0.          2.842       0.          0.  0.          0.5         0.07678858
-1.03152742  0.50202477  0.06354367  1.03660194 -1.77856476  1.634  1.359       0.957       0.          2.777       0.          0.  0.          0.5         0.        
-1.02206326  0.50190289  0.01224953  0.98488845 -1.69247603  1.751  1.165       0.934       0.          2.703       0.          0.  0.          0.5         0.        
-1.02447439  0.50127139 -0.02240263  0.93251322 -1.60692862  1.815  1.028       0.928       0.          2.61        2.937       0.  0.          0.5         0.        
-1.02917485  0.50127017 -0.01311321  0.86748057 -1.49981926  1.908  0.923       0.951       0.          2.558       2.534       0.  0.          0.5         0.        
-1.03150428  0.50142119 -0.01110889  0.81590265 -1.41383064  2.036  0.924       1.03        0.          0.          2.456       0.  0.          0.5         0.01167172
-1.03315943  0.50143859 -0.00358585  0.76447626 -1.32773826  2.133  0.954       1.086       2.95        0.          2.405       0.  0.          0.5         0.01167172
-1.03322018e+00  5.01494506e-01  1.12352976e-03  7.13153061e-01 -1.24157137e+00  2.23800000e+00  9.95000000e-01  1.14900000e+00  2.85500000e+00  0.00000000e+00  2.32300000e+00  0.00000000e+00  0.00000000e+00  5.00000000e-01  1.16717238e-02
-1.03315836e+00  5.01498847e-01 -4.37997498e-05  6.61819933e-01 -1.15540315e+00  2.33700000e+00  1.00300000e+00  1.21200000e+00  2.77600000e+00  0.00000000e+00  2.28600000e+00  0.00000000e+00  0.00000000e+00  5.00000000e-01  1.16717238e-02
-1.03329025e+00  5.01456669e-01 -5.76670492e-04  6.10472609e-01 -1.06924668e+00  2.41800000e+00  1.08000000e+00  2.02400000e+00  2.99000000e+00  0.00000000e+00  2.20700000e+00  0.00000000e+00  0.00000000e+00  5.00000000e-01  8.76467526e-02
-1.02869507  0.50176236  0.05709552  0.55909529 -0.98309754  2.517  1.128       2.096       0.          0.          2.166       0.  0.          0.5         0.08764675
-1.01296231  0.50225538  0.08721047  0.5071137  -0.89718392  2.632  1.181       2.587       0.          0.          2.122       0.  0.          0.5         0.        
-1.00156822  0.50207722  0.010687    0.45371564 -0.81209335  2.709  1.221       2.517       0.          0.          2.059       0.  0.          0.5         0.        
-1.00452826  0.50118057 -0.02698354  0.39954453 -0.72765576  1.332  1.284       2.43        0.          0.          2.005       0.  0.          0.5         0.        
-1.00868151  0.50118808 -0.0156175   0.3457775  -0.64306822  1.373  1.319       2.399       0.          0.          1.974       0.  0.          0.5         0.        
-1.01112309  0.50139237 -0.01002419  0.29244641 -0.55816265  1.452  1.401       2.333       0.          0.          1.923       0.  0.          0.5         0.        
-1.01340555  0.50141028 -0.01197972  0.23928977 -0.47313056  1.501  1.471       2.255       0.          0.          1.882       0.  0.          0.5         0.        
-1.01589096  0.50136235 -0.01242548  0.18630729 -0.38799644  1.558  1.504       2.247       0.          0.          1.855       0.  0.          0.5         0.        
-1.58826254e+00 -2.75595101e-04  1.26909586e-02  2.47501914e-01 -2.47877083e+00  0.00000000e+00  2.18800000e+00  2.61000000e-01  1.90000000e-01  1.95000000e-01  2.58000000e-01  2.83800000e+00  0.00000000e+00 -4.29470122e-01  0.00000000e+00
-1.57924664 -0.07434762  0.09621688  0.24746268 -2.48451848  0.  2.183       0.271       0.19        0.19        0.263       2.83  0.         -0.5         0.        
-1.54623193 -0.17938163  0.22388372  0.24702289 -2.51054113  0.  2.174       0.299       0.19        0.202       0.315       2.841  0.         -0.5         0.        
-1.48787392 -0.2852308   0.35664731  0.25024899 -2.55721002  2.895  2.175       0.335       0.253       0.24        0.398       2.869  0.         -0.5         0.        
-1.40283442 -0.39558927  0.48203124  0.26017058 -2.62496804  2.675  2.15        0.404       0.308       0.322       0.493       2.912  0.         -0.5         0.        
-1.31398749 -0.47755221  0.33846242  0.27902659 -2.71179193  2.491  2.137       2.214       0.407       0.414       0.712       2.981  0.         -0.5         0.        
-1.28677604e+00 -5.06874858e-01 -1.84137385e-04  3.06030718e-01 -2.80763597e+00  2.44300000e+00  2.10800000e+00  2.22400000e+00  4.88000000e-01  5.29000000e-01  9.72000000e-01  0.00000000e+00  0.00000000e+00 -5.00000000e-01  0.00000000e+00
-1.29334513 -0.50307052 -0.02750521  0.33485076 -2.90455118  2.413  2.078       2.164       0.593       0.624       1.187       0.  0.         -0.5         0.        
-1.2939091  -0.50072865  0.01487991  0.36233743 -3.00100174  2.392  2.05        2.146       0.687       0.717       2.958       0.  0.         -0.5         0.        
-1.29035203 -0.50107328  0.01668621  0.38965739 -3.09737846  2.328  2.033       2.115       0.812       0.84        2.982       2.965  0.         -0.5         0.        
-1.28754282 -0.50130881  0.01241846  0.41748757 -3.1936809   2.3  1.997       2.088       0.876       0.93        0.          2.941  0.         -0.5         0.        
-1.28517454 -0.50123916  0.01217865  0.44561658 -3.28990868  2.273  1.957       2.06        1.001       1.054       0.          2.856  0.         -0.5         0.        
-1.28273238 -0.50122268  0.01294931  0.47392702 -3.38607637  2.239  1.924       2.021       1.092       1.158       0.          2.782  0.          0.          0.        
-1.28351222 -0.40717124 -0.03474613  0.49650991 -3.47636804  2.196  1.921       2.005       1.198       1.242       0.          2.707  0.          0.         -0.2449777 
-1.3034509  -0.28587489 -0.15990335  0.50077638 -3.54615513  2.242  1.92        2.01        1.247       1.312       0.          2.679  0.          0.         -0.5       
-1.35354954 -0.1870983  -0.33582121  0.49904481 -3.59496282  2.33  1.915       1.964       1.312       1.335       0.          2.617  0.          0.         -0.5       
-1.43585167 -0.09042405 -0.45204828  0.49915258 -3.62301342  2.479  1.901       1.932       1.325       1.329       0.          2.597  2.698       0.         -0.5       
-1.53978297 -0.00598926 -0.53974315  0.49957123 -3.63118999  2.752  1.918       1.916       2.825       1.331       0.          2.871  2.614       0.5        -0.5       
-1.65576689  0.08098803 -0.64262284  0.50054144 -3.62437965  0.  1.939       1.918       2.611       1.311       1.705       0.  2.611       0.5        -0.40234077
-1.80208121  0.207791   -0.8147954   0.51106565 -3.59662356  0.  1.997       1.901       2.233       1.289       1.439       0.  2.667       0.5         0.06593042
-1.97207148  0.33179159 -0.87090889  0.53590907 -3.54740538  0.  2.098       1.873       2.039       1.246       1.339       0.  2.683       0.5         0.10934702
-2.16078577  0.43666534 -0.55060421  0.58274445 -3.4604121   3.  2.242       1.843       1.907       1.165       1.199       0.  2.801       0.5         0.15274756
-2.21526698  0.48620942 -0.03826153  0.6337532  -3.38273031  2.858  2.301       1.797       1.827       1.106       1.114       0.  2.879       0.5         0.34266904
-2.1773416   0.50858045  0.34799479  0.69408258 -3.30240362  0.  2.134       1.719       1.769       1.021       1.027       1.703  2.983       0.5         0.37522748
-2.09731762  0.50541771  0.40949502  0.7515026  -3.21873451  0.  1.95        1.662       1.742       0.971       0.971       0.  0.          0.5         0.29925245
-2.02433435  0.50436418  0.30876259  0.80072602 -3.130648    0.  1.832       1.617       1.741       0.892       0.903       0.  0.          0.5         0.09848885
-1.98068475  0.50343139  0.12049172  0.8434485  -3.0393384   0.  1.745       1.569       1.707       0.9         0.816       0.  0.          0.5         0.21786441
-1.95911533  0.50242682  0.14857926  0.88268882 -2.94678433  0.  1.673       1.527       1.688       0.964       0.761       1.633  0.          0.5         0.37522748
-1.91071205  0.50359862  0.34062847  0.91987965 -2.85337726  0.  1.597       1.494       1.7         0.944       0.694       1.543  0.          0.5         0.28841037
-1.83872806  0.50497095  0.32899934  0.95233498 -2.75784751  0.  1.524       1.461       1.726       0.888       0.655       1.625  0.          0.5         0.09848885
-1.79157402  0.50384024  0.12435445  0.97772598 -2.6603425   2.737  1.496       1.447       1.74        0.875       0.589       1.474  0.          0.5         0.34266904
-1.76169799  0.50259327  0.24298028  0.9986908  -2.56206026  2.567  1.457       1.407       1.74        0.867       0.559       1.182  0.          0.5         0.36436933
-1.69538251  0.50453338  0.37754568  1.01651162 -2.46291835  2.321  1.418       1.385       1.844       0.821       0.543       1.199  0.          0.5         0.39692774
-1.61784354  0.50489784  0.39274873  1.02768195 -2.36258551  2.105  1.399       1.389       1.952       0.764       0.507       1.205  0.          0.5         0.28841037
-1.5462761   0.5046957   0.30328507  1.03063449 -2.26173864  1.942  1.389       1.385       2.074       0.714       0.505       0.509  0.          0.5         0.27755219
-1.49214131  0.50390428  0.25519372  1.02661438 -2.16100509  1.849  1.375       1.419       2.254       0.672       0.505       0.519  0.          0.5         0.47288671
-1.4286693   0.50397722  0.41061076  1.0172029  -2.06071358  1.772  1.399       1.428       2.305       2.913       0.5         0.502  0.          0.5         0.47288671
-1.33470929  0.50469649  0.49062577  1.00107552 -1.96110586  1.674  1.407       1.49        2.201       2.875       0.461       0.501  0.          0.5         0.47288671
-1.23856021  0.50546329  0.46804146  0.97548924 -1.86337809  1.608  1.44        1.563       2.112       2.866       0.443       0.496  0.          0.5         0.24499376
-1.16041363e+00  5.05054768e-01  2.89510880e-01  9.40493727e-01 -1.76851794e+00  1.60800000e+00  1.48900000e+00  1.63000000e+00  2.17900000e+00  2.85100000e+00  4.11000000e-01  4.61000000e-01  0.00000000e+00  5.00000000e-01  8.29621567e-04
-1.130918    0.50180219 -0.0251201   0.88811559 -1.6539927   1.631  1.525       1.719       2.442       2.789       0.382       0.437  0.          0.5         0.        
-1.14033014  0.50057413 -0.04201805  0.84509074 -1.56349533  1.706  1.556       1.751       2.381       2.668       0.367       0.382  0.          0.5         0.06593042
-1.14087312  0.50105814  0.03964661  0.80334549 -1.47244673  1.727  1.618       1.794       2.294       2.556       0.584       0.387  0.          0.5         0.07678858
-1.12794228  0.50230652  0.07571221  0.76150054 -1.381179    1.77  1.658       1.77        2.205       2.473       0.781       0.416  0.876       0.5         0.08764675
-1.11274798  0.50229259  0.07697119  0.71824004 -1.29050694  1.81  1.697       1.729       2.112       2.39        1.129       0.449  0.772       0.5         0.08764675
-1.09738347  0.50219729  0.07647372  0.67348809 -1.20057929  1.846  1.732       1.68        2.011       2.305       1.296       0.532  0.649       0.5         0.08764675
-1.08217078  0.50217166  0.0760842   0.62736881 -1.11135734  1.893  1.785       1.65        1.935       2.206       1.462       0.622  0.617       0.5         0.08764675
-1.06699082  0.50224372  0.0745503   0.57991113 -1.02283315  1.93  1.84        1.604       1.839       2.16        0.          0.704  0.677       0.5         0.03337199
-1.05518061  0.50210061  0.03547281  0.53113801 -0.93503198  1.961  1.891       1.558       1.763       2.051       0.          0.8  0.764       0.5         0.01167172
-1.05264775e+00  5.01539034e-01 -2.60690695e-03  4.81501792e-01 -8.47798813e-01  2.01800000e+00  1.91800000e+00  1.55400000e+00  1.67000000e+00  1.95000000e+00  0.00000000e+00  8.86000000e-01  8.45000000e-01  5.00000000e-01  8.29621567e-04
-1.05450259e+00  5.01319081e-01 -1.33613586e-02  4.31802053e-01 -7.60708287e-01  2.06500000e+00  1.95500000e+00  1.54000000e+00  1.57900000e+00  1.83100000e+00  0.00000000e+00  9.57000000e-01  9.26000000e-01  5.00000000e-01  8.29621567e-04
-1.05722036e+00  5.01349293e-01 -1.24203381e-02  3.82363242e-01 -6.73479393e-01  2.13200000e+00  1.77300000e+00  1.52700000e+00  1.49400000e+00  1.73800000e+00  2.98100000e+00  1.06000000e+00  1.01300000e+00  5.00000000e-01  8.29621567e-04
-1.05960833e+00  5.01382925e-01 -1.15269520e-02  3.33171320e-01 -5.86101736e-01  2.18800000e+00  1.54500000e+00  1.43600000e+00  1.38600000e+00  1.61400000e+00  2.90900000e+00  1.17100000e+00  1.13000000e+00  5.00000000e-01  8.29621567e-04
-1.06187751e+00  5.01356677e-01 -1.15103639e-02  2.84189312e-01 -4.98602787e-01  2.25100000e+00  1.50800000e+00  1.38700000e+00  1.31300000e+00  1.53900000e+00  2.86900000e+00  1.27000000e+00  1.19500000e+00  5.00000000e-01  8.29621567e-04
-1.06419671e+00  5.01372535e-01 -1.06953654e-02  2.35394353e-01 -4.11000397e-01  2.28400000e+00  1.55000000e+00  1.29200000e+00  1.23000000e+00  1.43400000e+00  2.82500000e+00  1.44200000e+00  1.28700000e+00  5.00000000e-01  8.29621567e-04
 1.55302767e+00  6.16101564e-04  1.79470270e-02  2.32235095e+00  6.06842594e+00  1.94000000e+00  1.79300000e+00  2.64000000e-01  1.90000000e-01  1.90000000e-01  2.66000000e-01  0.00000000e+00  0.00000000e+00 -5.00000000e-01  0.00000000e+00
 1.56610819 -0.10400161  0.13788717  2.32253285  6.07891307  1.893  1.779       0.265       0.19        0.19        0.268       0.  0.         -0.5         0.        
 1.60498152 -0.20892735  0.2375045   2.32269014  6.11070634  1.819  1.761       0.322       0.214       0.217       0.          0.  0.         -0.5         0.        
 1.66976212 -0.32214369  0.38912653  2.31825748  6.16387895  1.708  1.776       0.351       0.267       0.276       0.          0.  0.         -0.5         0.        
 1.7580162  -0.42919282  0.47873228  2.30663316  6.23823564  1.671  0.          0.415       0.336       0.357       0.          0.  0.         -0.5         0.        
 1.83129405 -0.49365097  0.19971543  2.28600867  6.32925415  1.607  0.          0.509       0.427       0.459       0.          0.  2.95        0.          0.        
 1.84966717 -0.4033085   0.0542556   2.26612516  6.4198039   1.514  0.          0.614       0.517       0.556       0.          0.  2.869       0.         -0.5       
 1.84521121 -0.28402146 -0.10892296  2.26354927  6.48989852  1.483  0.          1.491       0.584       0.623       0.          0.  2.811       0.         -0.5       
 1.80342981 -0.18948996 -0.27590801  2.26519531  6.53893833  1.482  1.46        1.584       0.633       0.667       0.          0.  2.755       0.         -0.5       
 1.72706978 -0.09334569 -0.45160267  2.26497125  6.56723114  1.579  1.451       0.          0.668       0.685       0.          0.  2.74        0.         -0.5       
 1.62600697e+00 -5.59452361e-03 -5.28609434e-01  2.26455804e+00  6.57549076e+00  1.70000000e+00  1.44500000e+00  0.00000000e+00  6.74000000e-01  6.83000000e-01  0.00000000e+00  0.00000000e+00  2.71900000e+00  0.00000000e+00 -5.00000000e-01
 1.52306465e+00  2.89314904e-03 -4.99841158e-01  2.26449372e+00  6.57467804e+00  1.90200000e+00  1.43200000e+00  0.00000000e+00  6.83000000e-01  6.71000000e-01  0.00000000e+00  0.00000000e+00  2.72300000e+00  0.00000000e+00 -5.00000000e-01
 1.42400048e+00 -5.91448106e-03 -4.95459632e-01  2.26454617e+00  6.57519557e+00  2.15200000e+00  1.42800000e+00  0.00000000e+00  6.96000000e-01  6.75000000e-01  0.00000000e+00  0.00000000e+00  2.69700000e+00  0.00000000e+00 -5.00000000e-01
 1.32409817e+00 -5.56863494e-03 -5.02674816e-01  2.26466272e+00  6.57640624e+00  2.50900000e+00  1.44800000e+00  0.00000000e+00  7.16000000e-01  6.79000000e-01  0.00000000e+00  0.00000000e+00  2.73500000e+00  1.69034794e-01 -5.00000000e-01
 1.21439648  0.08727948 -0.63437716  2.26109699  6.57070183  2.718  1.434       0.          0.732       0.672       0.          0.  2.822       0.5        -0.5       
 1.07344712  0.23014118 -0.81440848  2.24309642  6.54433728  2.733  1.419       1.513       1.556       0.641       0.698       0.  0.          0.5        -0.5       
 0.89087318  0.37834144 -1.00131974  2.20405157  6.49668729  2.793  1.59        1.43        0.          0.605       0.611       0.  0.          0.5        -0.39148259
 0.70054148  0.46929161 -0.82140699  2.14554568  6.4316899   2.877  1.827       1.427       0.          0.525       0.532       0.  0.          0.5         0.01167172
 0.59008957  0.48689854 -0.3145558   2.07327697  6.3674304   3.  2.006       1.387       0.          0.488       0.445       0.557  0.          0.5         0.10934702
0.58147829 0.50164108 0.13331497 1.97055982 6.29812256 0. 1.848      1.381      0.         1.128      0.389      0.503 0.         0.5        0.24499376
0.61929985 0.50427338 0.23719006 1.88595066 6.24339524 0. 1.576      1.36       0.         1.064      0.341      0.45 0.         0.5        0.08764675
